000000.000|   11352.0000kb|  11352.0000kb added| ALWAYS| Logging started at 2014-01-12T01:02:53.138
000000.285|   49512.0000kb|      0.0000kb added| ALWAYS| Started Init event arguments
000000.287|   49732.0000kb|    220.0000kb added| ALWAYS| Waiting until connection...
000001.414|   58116.0000kb|   8384.0000kb added| ALWAYS| OS Version String: Microsoft Windows 7 Ultimate Edition Service Pack 1 (build 7601), 64-bit
000001.414|   58116.0000kb|      0.0000kb added| ALWAYS| CPU: GenuineIntel, Intel(R) Core(TM) i5-4670K CPU @ 3.40GHz, Intel64 Family 6 Model 60 Stepping 3, 3400 (0 core)
000001.414|   58116.0000kb|      0.0000kb added| ALWAYS| Measured processor speed: 3377
000001.414|   58116.0000kb|      0.0000kb added| ALWAYS| Display info: NVIDIA GeForce GTX 760 2147483648 9.18.13.3182
000001.414|   58116.0000kb|      0.0000kb added| ALWAYS| Physical memory: 8589934592
000001.414|   58168.0000kb|     52.0000kb added| ALWAYS| {"messageType":"hardware_information","message_body":"Hardware Info","operating_system":"Microsoft Windows 7 Ultimate Edition Service Pack 1 (build 7601), 64-bit","cpu":"GenuineIntel","cpu_processor":"Intel(R) Core(TM) i5-4670K CPU @ 3.40GHz","cpu_identifier":"Intel64 Family 6 Model 60 Stepping 3","cpu_topology":4,"gpu":"NVIDIA GeForce GTX 760","video_memory":"2147483648","driver_version":"9.18.13.3182","physical_memory":8589934592}
000001.414|   58168.0000kb|      0.0000kb added| ALWAYS| -----HARDWARE INFORMATION START-----
000001.414|   58168.0000kb|      0.0000kb added| ALWAYS| Operating System: Microsoft Windows 7 Ultimate Edition Service Pack 1 (build 7601), 64-bit
000001.414|   58168.0000kb|      0.0000kb added| ALWAYS| GPU Manufacturer: NVIDIA GeForce GTX 760
000001.414|   58168.0000kb|      0.0000kb added| ALWAYS| GPU Memory: 2147483648
000001.414|   58168.0000kb|      0.0000kb added| ALWAYS| GPU Driver Version: 9.18.13.3182
000001.414|   58168.0000kb|      0.0000kb added| ALWAYS| CPU Brand: GenuineIntel
000001.415|   58168.0000kb|      0.0000kb added| ALWAYS| CPU Processor Name: Intel(R) Core(TM) i5-4670K CPU @ 3.40GHz
000001.415|   58168.0000kb|      0.0000kb added| ALWAYS| CPU Identifier: Intel64 Family 6 Model 60 Stepping 3
000001.415|   58168.0000kb|      0.0000kb added| ALWAYS| CPU Speed: 3400
000001.415|   58168.0000kb|      0.0000kb added| ALWAYS| CPU Topology: 4 Core
000001.415|   58168.0000kb|      0.0000kb added| ALWAYS| Physical memory: 8589934592
000001.415|   58168.0000kb|      0.0000kb added| ALWAYS| -----HARDWARE INFORMATION END-----
000001.499|   58532.0000kb|    364.0000kb added| ALWAYS| InitRenderer() enter
000001.500|   58728.0000kb|    196.0000kb added| ALWAYS| r3dRenderLayer::Init(0x000407cc) enter
000001.508|   61876.0000kb|   3148.0000kb added| ALWAYS| r3dRenderLayer::Init() exit successfully
000001.949|   71552.0000kb|   9676.0000kb added| ALWAYS| Loaded locale en_GB via fontconfig
000001.953|   68288.0000kb|  -3264.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.1.3/deploy/Data/Menu/IMEConfig.xml" because it's not in the manifest.
000001.953|   68288.0000kb|      0.0000kb added|  ERROR| std_fopen failed: pFile = 0x00000000; pMode = rb; errno = 2; pFilename = C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.1.3/deploy/Data/Menu/IMEConfig.xml; msg = No such file or directory;
000001.954|   68288.0000kb|      0.0000kb added|  ERROR| Missing file on r3dGFile open :C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.1.3/deploy/Data/Menu/IMEConfig.xml
000001.961|   68596.0000kb|    308.0000kb added| ALWAYS| r3dRenderLayer::SetMode(XRes = 1920, YRes = 1080, BPP = 32,  Flags=256) enter
000001.961|   68596.0000kb|      0.0000kb added| ALWAYS| r3dRenderLayer::SetMode: Creating d3d device
000002.308|   90908.0000kb|  22312.0000kb added| ALWAYS| r3dRenderLayer::SetMode: Initialize shaders for current rendering path
000002.476|   93108.0000kb|   2200.0000kb added| ALWAYS| r3dRenderLayer::RecreateOwnedResources
000002.721|   94136.0000kb|   1028.0000kb added| ALWAYS| r3dRenderLayer::SetMode exit successfully
000003.436|   95144.0000kb|   1008.0000kb added| ALWAYS| In Riot::Win::Resize: Resizing the window and retrieving monitor info
000003.436|   95144.0000kb|      0.0000kb added| ALWAYS| In Riot::Win::Resize: Initial VideoMode(5f8d6e0) and resolution (1920 x 1080) 
000003.436|   95144.0000kb|      0.0000kb added| ALWAYS| In Riot::Win::Resize: VideoMode(5f8d6e0) and resolution (960 x 540) 
000003.436|   95148.0000kb|      4.0000kb added| ALWAYS| In Riot::Win::Resize: Resized window to resolution 1920x1080
000003.471|   98728.0000kb|   3580.0000kb added| ALWAYS| Sleeping
000003.571|   98728.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000003.571|   98744.0000kb|     16.0000kb added| ALWAYS| End processing App Update
000003.571|   98744.0000kb|      0.0000kb added| ALWAYS| Sleeping
000003.671|   98744.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000003.671|   98744.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000003.671|   98748.0000kb|      4.0000kb added| ALWAYS| Sleeping
000003.771|   98748.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000003.771|   98764.0000kb|     16.0000kb added| ALWAYS| {"messageType":"riot__game_client__connection_info","message_body":"Hard Connect"}
000003.771|   98780.0000kb|     16.0000kb added| ALWAYS| Receiving PKT_World_SendGameNumber, GameID: 000000002ba8c381, PlatformID: EUN1
000003.771|   98780.0000kb|      0.0000kb added| ALWAYS| End processing App Update
000003.771|   98780.0000kb|      0.0000kb added| ALWAYS| Received client ID
000003.772|   98648.0000kb|   -132.0000kb added| ALWAYS| Set focus to app
000003.773|   98652.0000kb|      4.0000kb added| ALWAYS| Input started
000003.781|   98692.0000kb|     40.0000kb added|   WARN| Duplicate key/value pair ([evtToggleQC, [z]] in DATA/CFG/defaults/Input.ini
000003.842|   98588.0000kb|   -104.0000kb added| ALWAYS| Query Status Req started
000003.944|   98668.0000kb|     80.0000kb added| ALWAYS| Query Status Req ended
000003.944|   98668.0000kb|      0.0000kb added| ALWAYS| Waiting for server response...
000004.044|   98676.0000kb|      8.0000kb added| ALWAYS| Receiving PKT_SynchVersionS2C_s, Server :Version 3.15.0.255 [PUBLIC]
000004.047|   98704.0000kb|     28.0000kb added| ALWAYS| netUID: 9 defaultname
000004.047|   98704.0000kb|      0.0000kb added| ALWAYS| Adding level zip file: Map1.zip
000004.079|   98712.0000kb|      8.0000kb added| ALWAYS| PlayGame Started
000004.082|   98988.0000kb|    276.0000kb added| ALWAYS| Performing WSAStartup
000004.540|  105688.0000kb|   6700.0000kb added| ALWAYS| Performing WSACleanup
000004.855|  131416.0000kb|  25728.0000kb added| ALWAYS| PlayGame Entered
000004.855|  131420.0000kb|      4.0000kb added| ALWAYS| CurRenderPipeline
000004.861|  131540.0000kb|    120.0000kb added| ALWAYS| CreateParticleSystemManager
000005.224|  132520.0000kb|    980.0000kb added| ALWAYS| CreateAudioManager: Create audio manager FMOD.
000006.992|  141828.0000kb|   9308.0000kb added| ALWAYS| FMOD: Attempting to load localized audio for en_GB
000006.992|  141828.0000kb|      0.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "Data\Sounds\FMOD\en_GB/LoL_Audio_en_GB.fev" because it's not in the manifest.
000006.992|  141828.0000kb|      0.0000kb added|  ERROR| std_fopen failed: pFile = 0x00000000; pMode = rb; errno = 2; pFilename = Data\Sounds\FMOD\en_GB/LoL_Audio_en_GB.fev; msg = No such file or directory;
000006.992|  141828.0000kb|      0.0000kb added|  ERROR| MyFMODFileOpenCallback: Failed to open Data\Sounds\FMOD\en_GB/LoL_Audio_en_GB.fev
000006.992|  141828.0000kb|      0.0000kb added|  ERROR| Manager::LoadEventFile(); attempting to load en_GB/LoL_Audio_en_GB.fev.  FMOD 23, File not found. 
000006.992|  141828.0000kb|      0.0000kb added|   WARN| AudioManager::LoadEventFile: Failed to load event file: en_GB/LoL_Audio_en_GB.fev
000006.992|  141828.0000kb|      0.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "Data\Sounds\FMOD\LoL_Audio_en_GB.fev" because it's not in the manifest.
000006.993|  141828.0000kb|      0.0000kb added|  ERROR| std_fopen failed: pFile = 0x00000000; pMode = rb; errno = 2; pFilename = Data\Sounds\FMOD\LoL_Audio_en_GB.fev; msg = No such file or directory;
000006.993|  141828.0000kb|      0.0000kb added|  ERROR| MyFMODFileOpenCallback: Failed to open Data\Sounds\FMOD\LoL_Audio_en_GB.fev
000006.993|  141828.0000kb|      0.0000kb added|  ERROR| Manager::LoadEventFile(); attempting to load LoL_Audio_en_GB.fev.  FMOD 23, File not found. 
000006.993|  141828.0000kb|      0.0000kb added|   WARN| AudioManager::LoadEventFile: Failed to load event file: LoL_Audio_en_GB.fev
000006.993|  141828.0000kb|      0.0000kb added|  ERROR| FMOD: Failed to load localized audio [LoL_Audio_en_GB.fev] from either locale-specific directory (en_GB/LoL_Audio_en_GB.fev) or general audio directory.
000006.993|  141828.0000kb|      0.0000kb added|   WARN| Audio::Load(): Failed to load desired language locale: LoL_Audio_en_GB.fev
000007.918|  145812.0000kb|   3984.0000kb added| ALWAYS| Audio::Load(): Successfully loaded default fail-safe language locale: LoL_Audio_en_US.fev
000008.677|  264068.0000kb| 118256.0000kb added|   WARN| r3dTexture EX:  - not found. Dummy texture created.
000011.281|  362796.0000kb|  98728.0000kb added| ALWAYS| GameWorld.Update()
000011.281|  362796.0000kb|      0.0000kb added| ALWAYS| Begin Game Object Update
000011.640|  381664.0000kb|  18868.0000kb added| ALWAYS| End Game Object Update
000011.775|  385900.0000kb|   4236.0000kb added| ALWAYS| PreloadGlobalEffects()
000011.776|  385900.0000kb|      0.0000kb added| ALWAYS| PreloadGlobalEffects
000012.219|  427792.0000kb|  41892.0000kb added| ALWAYS| PreloadGlobalEffects Finished
000012.219|  427792.0000kb|      0.0000kb added| ALWAYS| PreloadGlobalBuffAssets()
000012.310|  431164.0000kb|   3372.0000kb added| ALWAYS| Preload Announcements
000012.508|  446296.0000kb|  15132.0000kb added| ALWAYS| ObjectManager_RegisterNetworkWorld()
000012.563|  448404.0000kb|   2108.0000kb added| ALWAYS| FogOfWar::Init()
000012.569|  448568.0000kb|    164.0000kb added| ALWAYS| Gamma::CreateIAPI()
000012.573|  448612.0000kb|     44.0000kb added| ALWAYS| SimulationClock->Init()
000012.830|  489432.0000kb|  40820.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "Data/Menu_SC4/-nolink.dds" because it's not in the manifest.
000012.830|  489432.0000kb|      0.0000kb added|  ERROR| std_fopen failed: pFile = 0x00000000; pMode = rb; errno = 2; pFilename = Data/Menu_SC4/-nolink.dds; msg = No such file or directory;
000012.830|  489432.0000kb|      0.0000kb added|  ERROR| Missing file on r3dGFile open :Data/Menu_SC4/-nolink.dds
000012.830|  489432.0000kb|      0.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "Data/Menu_SC4/-nolink1.dds" because it's not in the manifest.
000012.830|  489432.0000kb|      0.0000kb added|  ERROR| std_fopen failed: pFile = 0x00000000; pMode = rb; errno = 2; pFilename = Data/Menu_SC4/-nolink1.dds; msg = No such file or directory;
000012.830|  489432.0000kb|      0.0000kb added|  ERROR| Missing file on r3dGFile open :Data/Menu_SC4/-nolink1.dds
000012.831|  489432.0000kb|      0.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "Data/Menu_SC4/-nolink2.dds" because it's not in the manifest.
000012.831|  489432.0000kb|      0.0000kb added|  ERROR| std_fopen failed: pFile = 0x00000000; pMode = rb; errno = 2; pFilename = Data/Menu_SC4/-nolink2.dds; msg = No such file or directory;
000012.831|  489432.0000kb|      0.0000kb added|  ERROR| Missing file on r3dGFile open :Data/Menu_SC4/-nolink2.dds
000020.992|  594128.0000kb| 104696.0000kb added|  ERROR| Failed to load spell ini or script: "pantheon_aegisshield2"
000022.250|  642644.0968kb|  48516.0000kb added|  ERROR| Failed to load mesh file name<EightPoint_Cards.sco>.
000022.933|  666664.0000kb|  24020.0000kb added|  ERROR| Failed to load mesh file name<thorn_ring_09.sco>.
000023.103|  668612.0968kb|   1948.0000kb added|  ERROR| Failed to load mesh file name<thorn_ring_09.sco>.
000024.818|  721000.0000kb|  52388.0000kb added|  ERROR| Failed to load spell ini or script: "championchampiondelta"
000024.990|  731992.0000kb|  10992.0000kb added|  ERROR| Failed to load spell ini or script: "marthtricleavebuffer"
000024.990|  731992.0000kb|      0.0000kb added|  ERROR| Failed to load spell ini or script: "marthtricleave"
000024.990|  731992.0000kb|      0.0000kb added|  ERROR| Failed to load spell ini or script: "marthtricleavebuffered"
000024.990|  731992.0000kb|      0.0000kb added|  ERROR| Failed to load spell ini or script: "marthtricleavebufferb"
000024.990|  731992.0000kb|      0.0000kb added|  ERROR| Failed to load spell ini or script: "marthtricleavebufferlock"
000025.125|  733508.0968kb|   1516.0000kb added|  ERROR| Failed to load spell ini or script: "marthtricleaveunlock"
000025.869|  747268.0968kb|  13760.0000kb added|  ERROR| Failed to load mesh file name<Riven_Skin05_E_Shield.sco>.
000025.870|  747268.0968kb|      0.0000kb added|  ERROR| Failed to load mesh file name<Riven_Skin05_Smoke_Wrap.sco>.
000025.945|  749988.0968kb|   2720.0000kb added|  ERROR| Failed to load mesh file name<Riven_Skin05_R_Sword.sco>.
000026.239|  761080.0000kb|  11092.0000kb added| ALWAYS| GAMESTATE_GAMELOOP PreRender
000026.239|  761136.0000kb|     56.0000kb added| ALWAYS| GAMESTATE_GAMELOOP Render
000026.956|  780188.0032kb|  19052.0000kb added| ALWAYS| GAMESTATE_GAMELOOP FlushText
000028.839|  788352.0000kb|   8164.0000kb added| ALWAYS| PKT_C2S_CharSelected sent
000028.839|  788352.0000kb|      0.0000kb added| ALWAYS| Start Main Loop
000028.839|  788360.0000kb|      8.0000kb added| ALWAYS| Waiting for all players to connect
000028.839|  788360.0000kb|      0.0000kb added| ALWAYS| Waiting for all players to connect end
000029.676|  802528.0000kb|  14168.0000kb added|  ERROR| Failed to load mesh file name<wraith_hit.sco>.
000118.689|  846560.0000kb|  44032.0000kb added| ALWAYS| PKT_S2C_StartSpawn
000118.689|  846560.0000kb|      0.0000kb added| ALWAYS| Creating Hero...
000118.692|  846632.0000kb|     72.0000kb added| ALWAYS| Spawning champion (Jax) with skinID 0 on team 100 for clientID 0 and summonername (ßqrvyel) (is HUMAN PLAYER)
000118.692|  846636.0032kb|      4.0000kb added| ALWAYS| Hero Jax(0) created for ßqrvyel
000118.708|  847220.0968kb|    584.0000kb added| ALWAYS| Spawning heroes/minions
000118.708|  847220.0968kb|      0.0000kb added| ALWAYS| Creating Hero...
000118.709|  847240.0000kb|     20.0000kb added| ALWAYS| Spawning champion (Annie) with skinID 8 on team 100 for clientID 1 and summonername (Lord Androo) (is HUMAN PLAYER)
000118.709|  847240.0000kb|      0.0000kb added| ALWAYS| Hero Annie(8) created for Lord Androo
000118.712|  847464.0000kb|    224.0000kb added| ALWAYS| Finished spawning heroes/minions
000119.216|  847464.0000kb|      0.0000kb added| ALWAYS| Creating Hero...
000119.261|  847600.0000kb|    136.0000kb added| ALWAYS| Spawning champion (Lucian) with skinID 0 on team 100 for clientID 2 and summonername (Sh1to) (is HUMAN PLAYER)
000119.261|  847600.0000kb|      0.0000kb added| ALWAYS| Hero Lucian(0) created for Sh1to
000120.312|  848428.0032kb|    828.0000kb added| ALWAYS| Creating Hero...
000120.315|  848432.0000kb|      4.0000kb added| ALWAYS| Spawning champion (Pantheon) with skinID 0 on team 100 for clientID 8 and summonername (Zaharash) (is HUMAN PLAYER)
000120.315|  848432.0000kb|      0.0000kb added| ALWAYS| Hero Pantheon(0) created for Zaharash
000120.315|  848432.0000kb|      0.0000kb added| ALWAYS| Creating Hero...
000120.319|  848488.0000kb|     56.0000kb added| ALWAYS| Spawning champion (Leona) with skinID 0 on team 100 for clientID 3 and summonername (Unconsious) (is HUMAN PLAYER)
000120.319|  848488.0000kb|      0.0000kb added| ALWAYS| Hero Leona(0) created for Unconsious
000120.847|  848640.0000kb|    152.0000kb added| ALWAYS| Creating Hero...
000120.851|  848644.0968kb|      4.0000kb added| ALWAYS| Spawning champion (Caitlyn) with skinID 5 on team 200 for clientID 7 and summonername (Le Addi) (is HUMAN PLAYER)
000120.851|  848644.0968kb|      0.0000kb added| ALWAYS| Hero Caitlyn(5) created for Le Addi
000120.851|  848644.0968kb|      0.0000kb added| ALWAYS| Creating Hero...
000120.860|  848656.0000kb|     12.0000kb added| ALWAYS| Spawning champion (Elise) with skinID 0 on team 200 for clientID 6 and summonername (Flare scarab) (is HUMAN PLAYER)
000120.860|  848656.0000kb|      0.0000kb added| ALWAYS| Hero Elise(0) created for Flare scarab
000120.860|  848656.0000kb|      0.0000kb added| ALWAYS| Creating Hero...
000120.975|  851628.0032kb|   2972.0000kb added| ALWAYS| Spawning champion (Zyra) with skinID 2 on team 200 for clientID 9 and summonername (LucianStoleMyTv) (is HUMAN PLAYER)
000120.977|  851884.0032kb|    256.0000kb added| ALWAYS| Hero Zyra(2) created for LucianStoleMyTv
000121.488|  851884.0032kb|      0.0000kb added| ALWAYS| Creating Hero...
000121.501|  851884.0032kb|      0.0000kb added| ALWAYS| Spawning champion (Nidalee) with skinID 1 on team 200 for clientID 5 and summonername (bjoffi) (is HUMAN PLAYER)
000121.501|  851884.0032kb|      0.0000kb added| ALWAYS| Hero Nidalee(1) created for bjoffi
000121.502|  851884.0032kb|      0.0000kb added| ALWAYS| Creating Hero...
000121.541|  851960.0000kb|     76.0000kb added| ALWAYS| Spawning champion (Riven) with skinID 0 on team 200 for clientID 4 and summonername (Runnyyyy) (is HUMAN PLAYER)
000121.541|  851960.0000kb|      0.0000kb added| ALWAYS| Hero Riven(0) created for Runnyyyy
000122.709|  863092.0968kb|  11132.0000kb added| ALWAYS| PKT_S2C_EndSpawn
000126.299|  865132.0032kb|   2040.0000kb added| ALWAYS| PKT_StartGame
000128.155|  914072.0000kb|  48940.0000kb added| ALWAYS| PKT_StartGame Finished proccessing
000128.210|  915588.0968kb|   1516.0000kb added| ALWAYS| GAMESTATE_GAMELOOP Begin
000128.210|  915588.0968kb|      0.0000kb added| ALWAYS| GAMESTATE_GAMELOOP Update World
000128.213|  915588.0968kb|      0.0000kb added| ALWAYS| GAMESTATE_GAMELOOP GUIMenuProcess
000128.213|  915592.0000kb|      4.0000kb added| ALWAYS| GAMESTATE_GAMELOOP HUDProcess
000128.213|  915596.0032kb|      4.0000kb added| ALWAYS| GAMESTATE_GAMELOOP Particle Simulation
000128.213|  915596.0032kb|      0.0000kb added| ALWAYS| GAMESTATE_GAMELOOP FOWUpdate
000128.216|  915864.0000kb|    268.0000kb added| ALWAYS| GAMESTATE_GAMELOOP UpdateVis
000128.219|  916896.0000kb|   1032.0000kb added| ALWAYS| GAMESTATE_GAMELOOP PreRender
000128.219|  916896.0000kb|      0.0000kb added| ALWAYS| GAMESTATE_GAMELOOP Render
000128.274|  928640.0000kb|  11744.0000kb added| ALWAYS| GAMESTATE_GAMELOOP PostProcess
000128.274|  928640.0000kb|      0.0000kb added| ALWAYS| GAMESTATE_GAMELOOP ApplyGamma
000128.274|  928640.0000kb|      0.0000kb added| ALWAYS| GAMESTATE_GAMELOOP HUDDraw
000128.275|  930428.0032kb|   1788.0000kb added| ALWAYS| GAMESTATE_GAMELOOP GUIMenuDraw
000128.276|  930432.0000kb|      4.0000kb added| ALWAYS| GAMESTATE_GAMELOOP DrawSysInfo
000128.276|  930432.0000kb|      0.0000kb added| ALWAYS| GAMESTATE_GAMELOOP MCommandDraw
000128.276|  930432.0000kb|      0.0000kb added| ALWAYS| GAMESTATE_GAMELOOP FlushText
000128.276|  930432.0000kb|      0.0000kb added| ALWAYS| GAMESTATE_GAMELOOP AudioUpdate
000128.276|  930436.0968kb|      4.0000kb added| ALWAYS| GAMESTATE_GAMELOOP EndRender & EndFrame
000128.282|  930500.0968kb|     64.0000kb added| ALWAYS| Performing WSAStartup
000128.284|  914056.0000kb| -16444.0000kb added| ALWAYS| GAMESTATE_GAMELOOP End
000128.723|  922452.0968kb|   8396.0000kb added| ALWAYS| Performing WSACleanup
000185.001|  874504.0000kb| -47948.0000kb added| ALWAYS| r3dRenderLayer::RecreateOwnedResources
000185.215|  917404.0032kb|  42900.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "C:/Riot Games/League of Legends/Config/Champions/Zyra/Recommended/RIOT_ItemSet_1.json" because it's not in the manifest.
000188.878| 1064012.0032kb| 146608.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_click
000188.944| 1064016.0000kb|      4.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_release
000189.142| 1064412.0032kb|    396.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_click
000189.224| 1064412.0032kb|      0.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_release
000189.397| 1068996.0968kb|   4584.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_click
000189.479| 1069412.0968kb|    416.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_release
000189.644| 1070484.0968kb|   1072.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_click
000189.728| 1070484.0968kb|      0.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_release
000189.925| 1070888.0000kb|    404.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_click
000190.011| 1070888.0000kb|      0.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_release
000190.107| 1071288.0000kb|    400.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_click
000190.178| 1071288.0000kb|      0.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_release
000190.299| 1055016.0000kb| -16272.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_click
000190.309| 1055016.0000kb|      0.0000kb added|   WARN| A HUD event is being identified in a deprecated way: Generic/button_release
000245.684| 1190184.0936kb| 135168.0000kb added|   WARN| A HUD event is being identified in a deprecated way: scn1_btn_3
000247.860| 1192352.0000kb|   2168.0000kb added| ALWAYS| Performing WSAStartup
000248.301| 1201560.0064kb|   9208.0000kb added| ALWAYS| Performing WSACleanup
000319.342| 1283568.0000kb|  82008.0000kb added|  ERROR| Failed to load spell ini or script: "ZyraThornPlantMissileOnSpawn02"
000319.342| 1283568.0000kb|      0.0000kb added|  ERROR| Error GameTargettingType wrong for (Name:ZyraThornPlantMissileOnSpawn02) (Display: ) (-1) [..\..\..\..\..\..\..\Game\LoL\Spell\SpellDataInst.cpp(201)] 
000326.940| 1287624.0936kb|   4056.0000kb added|  ERROR| >>> EffectHashMap::HashToName - Match not found for hash 0000003b
000347.193| 1306816.0000kb|  19192.0000kb added|   WARN| r3dTexture EX:  - not found. Dummy texture created.
000347.199| 1307068.0032kb|    252.0000kb added|   WARN|  >>> TalentHashMap::HashToName - Match not found for hash 077b0a24
000347.199| 1307068.0032kb|      0.0000kb added|   WARN|  >>> TalentHashMap::HashToName - Match not found for hash 062674a4
000347.199| 1307068.0032kb|      0.0000kb added|   WARN|  >>> TalentHashMap::HashToName - Match not found for hash 07790abe
000347.199| 1307068.0032kb|      0.0000kb added|   WARN| Death Recap damage has two different types! Spell: _BasicAttack
000347.199| 1307068.0032kb|      0.0000kb added|   WARN|  >>> TalentHashMap::HashToName - Match not found for hash 0bcfe673
000347.199| 1307068.0032kb|      0.0000kb added| ALWAYS| The Killer was: Lord Androo
000347.199| 1307068.0032kb|      0.0000kb added| ALWAYS| HEALS
000347.199| 1307068.0032kb|      0.0000kb added| ALWAYS|   LucianStoleMyTv applied amount 0 with abilities [ZyraPQueenOfThorns|amount:0|priority:0][ZyraPQueenOfThornsSound|amount:0|priority:0][ZyraPQueenOfThornsCD|amount:0|priority:0][ZyraPQueenOfThornsSpawn|amount:0|priority:0][MonsterBuffs|amount:0|priority:0][RegenerationPotion|amount:0|priority:0]
000347.199| 1307068.0032kb|      0.0000kb added| ALWAYS| DAMAGE
000347.199| 1307068.0032kb|      0.0000kb added| ALWAYS|   Lord Androo applied amount 424.223 with abilities [Disintegrate|amount:255.565|priority:255][Incinerate|amount:94.2043|priority:94][_BasicAttack|amount:52.4536|priority:50][SummonerDot|amount:22|priority:29]
