000000.000|    9784.0000kb|   9784.0000kb added| ALWAYS| Logging started at 2014-01-17T17:08:44.828
000000.001|    9800.0000kb|     16.0000kb added| ALWAYS| Loading RADS dynamic library: C:\Riot Games\League of Legends\RADS\RiotRadsIO.dll
000000.002|    9908.0000kb|    108.0000kb added|   OKAY| Riot::RADS::Reader::RadsExportsMain::Initialize: RADS library initializing with specified working directory "C:\Riot Games\League of Legends\RADS\solutions\lol_game_client_sln\releases\0.0.1.6\deploy".
000000.002|    9924.0000kb|     16.0000kb added|   OKAY| Riot::RADS::Reader::RuntimeEnvironment::Create: Creating RADS runtime environment: RADS root directory = "C:/Riot Games/League of Legends/RADS"
000000.002|    9936.0000kb|     12.0000kb added|   OKAY| Riot::RADS::Reader::SolutionManifest::Load: ("C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.1.6/solutionmanifest")
000000.003|    9968.0000kb|     32.0000kb added|   OKAY| Riot::RADS::Reader::ConfigurationManifest::Load: ("C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.1.6/configurationmanifest")
000000.003|    9972.0000kb|      4.0000kb added|   OKAY| Riot::RADS::Reader::ReleaseManifest::Load: ("C:/Riot Games/League of Legends/RADS/projects/lol_game_client_en_gb/releases/0.0.0.167/releasemanifest")
000000.003|   10028.0000kb|     56.0000kb added|   OKAY| Riot::RADS::Reader::ReleaseManifest::Load: ("C:/Riot Games/League of Legends/RADS/projects/lol_game_client/releases/0.0.0.195/releasemanifest")
000000.198|   15976.0000kb|   5948.0000kb added| ALWAYS| Loaded RADS dynamic library: C:\Riot Games\League of Legends\RADS\RiotRadsIO.dll
000000.217|   42880.0000kb|  26904.0000kb added| ALWAYS| SharedConfigPath: C:\Riot Games\League of Legends\RADS\projects/lol_air_client/releases/0.0.1.68/deploy/preferences/
000000.219|   43296.0000kb|    416.0000kb added| ALWAYS| Global logging level set to   WARN
000000.219|   43368.0000kb|     72.0000kb added| ALWAYS| Build Version: Version 4.1.0.171 (Jan 13 2014/13:04:56) [PUBLIC] <Releases/4.1> ChangeList: 458058
000000.261|   45668.0000kb|   2300.0000kb added| ALWAYS| "8394" "LoLLauncher.exe" "C:/Riot Games/League of Legends/RADS/projects/lol_air_client/releases/0.0.1.68/deploy/LolClient.exe" "31.186.224.59 5141 nxTVz61+DdUzbcxxDQgF0A== <id_removed>"
000000.263|   45996.0000kb|    328.0000kb added| ALWAYS| Started System Init
000000.263|   46152.0000kb|    156.0000kb added| ALWAYS| Maestro Init
000000.270|   46848.0000kb|    696.0000kb added| ALWAYS| Maestro completed init
000000.270|   46620.0000kb|   -228.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "ClientZips.txt" because it's not in the manifest.
000000.270|   46628.0000kb|      8.0000kb added|  ERROR| std_fopen failed: pFile = 0x00000000; pMode = r; errno = 2; pFilename = ClientZips.txt; msg = No such file or directory;
000000.270|   46628.0000kb|      0.0000kb added|  ERROR| Failed to open "ClientZips.txt"
000000.281|   48352.0000kb|   1724.0000kb added| ALWAYS| StartSession called
000000.281|   48352.0000kb|      0.0000kb added| ALWAYS| Started Init event arguments
000000.281|   48476.0000kb|    124.0000kb added| ALWAYS| Waiting until connection...
