000000.000|    9740.0000kb|   9740.0000kb added| ALWAYS| Logging started at 2014-01-15T19:54:39.178
000000.001|    9756.0000kb|     16.0000kb added| ALWAYS| Loading RADS dynamic library: C:\Riot Games\League of Legends\RADS\RiotRadsIO.dll
000000.002|    9868.0000kb|    112.0000kb added|   OKAY| Riot::RADS::Reader::RadsExportsMain::Initialize: RADS library initializing with specified working directory "C:\Riot Games\League of Legends\RADS\solutions\lol_game_client_sln\releases\0.0.1.5\deploy".
000000.002|    9884.0000kb|     16.0000kb added|   OKAY| Riot::RADS::Reader::RuntimeEnvironment::Create: Creating RADS runtime environment: RADS root directory = "C:/Riot Games/League of Legends/RADS"
000000.002|    9896.0000kb|     12.0000kb added|   OKAY| Riot::RADS::Reader::SolutionManifest::Load: ("C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.1.5/solutionmanifest")
000000.002|    9928.0000kb|     32.0000kb added|   OKAY| Riot::RADS::Reader::ConfigurationManifest::Load: ("C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.1.5/configurationmanifest")
000000.002|    9932.0000kb|      4.0000kb added|   OKAY| Riot::RADS::Reader::ReleaseManifest::Load: ("C:/Riot Games/League of Legends/RADS/projects/lol_game_client_en_gb/releases/0.0.0.166/releasemanifest")
000000.002|    9988.0000kb|     56.0000kb added|   OKAY| Riot::RADS::Reader::ReleaseManifest::Load: ("C:/Riot Games/League of Legends/RADS/projects/lol_game_client/releases/0.0.0.195/releasemanifest")
000000.158|   15516.0000kb|   5528.0000kb added| ALWAYS| Loaded RADS dynamic library: C:\Riot Games\League of Legends\RADS\RiotRadsIO.dll
000000.179|   42824.0000kb|  27308.0000kb added| ALWAYS| SharedConfigPath: C:\Riot Games\League of Legends\RADS\projects/lol_air_client/releases/0.0.1.67/deploy/preferences/
000000.181|   43296.0000kb|    472.0000kb added| ALWAYS| Global logging level set to   WARN
000000.182|   43364.0000kb|     68.0000kb added| ALWAYS| Build Version: Version 4.1.0.171 (Jan 13 2014/13:04:56) [PUBLIC] <Releases/4.1> ChangeList: 458058
000000.220|   45232.0000kb|   1868.0000kb added| ALWAYS| "8394" "LoLLauncher.exe" "C:/Riot Games/League of Legends/RADS/projects/lol_air_client/releases/0.0.1.67/deploy/LolClient.exe" "31.186.224.45 5169 OZPaDBxpSi+S1ZI1K8Ws8g== <id_removed>"
000000.222|   45760.0000kb|    528.0000kb added| ALWAYS| Started System Init
000000.224|   46152.0000kb|    392.0000kb added| ALWAYS| Maestro Init
000000.230|   46724.0000kb|    572.0000kb added| ALWAYS| Maestro completed init
000000.230|   46764.0000kb|     40.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "ClientZips.txt" because it's not in the manifest.
000000.231|   46772.0000kb|      8.0000kb added|  ERROR| std_fopen failed: pFile = 0x00000000; pMode = r; errno = 2; pFilename = ClientZips.txt; msg = No such file or directory;
000000.231|   46772.0000kb|      0.0000kb added|  ERROR| Failed to open "ClientZips.txt"
000000.237|   47832.0000kb|   1060.0000kb added| ALWAYS| StartSession called
000000.238|   47844.0000kb|     12.0000kb added| ALWAYS| Started Init event arguments
000000.238|   47980.0000kb|    136.0000kb added| ALWAYS| Waiting until connection...
000001.326|   55720.0000kb|   7740.0000kb added| ALWAYS| OS Version String: Microsoft Windows 7 Ultimate Edition Service Pack 1 (build 7601), 64-bit
000001.327|   55720.0000kb|      0.0000kb added| ALWAYS| CPU: GenuineIntel, Intel(R) Core(TM) i5-4670K CPU @ 3.40GHz, Intel64 Family 6 Model 60 Stepping 3, 3400 (0 core)
000001.327|   55720.0000kb|      0.0000kb added| ALWAYS| Measured processor speed: 3500
000001.327|   55720.0000kb|      0.0000kb added| ALWAYS| Display info: NVIDIA GeForce GTX 760 2147483648 9.18.13.3182
000001.327|   55720.0000kb|      0.0000kb added| ALWAYS| Physical memory: 8589934592
000001.327|   55752.0000kb|     32.0000kb added| ALWAYS| {"messageType":"hardware_information","message_body":"Hardware Info","operating_system":"Microsoft Windows 7 Ultimate Edition Service Pack 1 (build 7601), 64-bit","cpu":"GenuineIntel","cpu_processor":"Intel(R) Core(TM) i5-4670K CPU @ 3.40GHz","cpu_identifier":"Intel64 Family 6 Model 60 Stepping 3","cpu_topology":4,"gpu":"NVIDIA GeForce GTX 760","video_memory":"2147483648","driver_version":"9.18.13.3182","physical_memory":8589934592}
000001.327|   55752.0000kb|      0.0000kb added| ALWAYS| -----HARDWARE INFORMATION START-----
000001.327|   55752.0000kb|      0.0000kb added| ALWAYS| Operating System: Microsoft Windows 7 Ultimate Edition Service Pack 1 (build 7601), 64-bit
000001.327|   55752.0000kb|      0.0000kb added| ALWAYS| GPU Manufacturer: NVIDIA GeForce GTX 760
000001.327|   55752.0000kb|      0.0000kb added| ALWAYS| GPU Memory: 2147483648
000001.327|   55752.0000kb|      0.0000kb added| ALWAYS| GPU Driver Version: 9.18.13.3182
000001.327|   55752.0000kb|      0.0000kb added| ALWAYS| CPU Brand: GenuineIntel
000001.327|   55752.0000kb|      0.0000kb added| ALWAYS| CPU Processor Name: Intel(R) Core(TM) i5-4670K CPU @ 3.40GHz
000001.327|   55752.0000kb|      0.0000kb added| ALWAYS| CPU Identifier: Intel64 Family 6 Model 60 Stepping 3
000001.327|   55752.0000kb|      0.0000kb added| ALWAYS| CPU Speed: 3400
000001.327|   55752.0000kb|      0.0000kb added| ALWAYS| CPU Topology: 4 Core
000001.327|   55752.0000kb|      0.0000kb added| ALWAYS| Physical memory: 8589934592
000001.327|   55752.0000kb|      0.0000kb added| ALWAYS| -----HARDWARE INFORMATION END-----
000001.530|   57032.0000kb|   1280.0000kb added| ALWAYS| InitRenderer() enter
000001.531|   57224.0000kb|    192.0000kb added| ALWAYS| r3dRenderLayer::Init(0x001008e8) enter
000001.538|   60252.0000kb|   3028.0000kb added| ALWAYS| r3dRenderLayer::Init() exit successfully
000001.972|   69824.0000kb|   9572.0000kb added| ALWAYS| Loaded locale en_GB via fontconfig
000001.977|   66556.0000kb|  -3268.0000kb added|  ERROR| RadsOpenFile: RADS cannot open file "C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.1.5/deploy/Data/Menu/IMEConfig.xml" because it's not in the manifest.
000001.977|   66556.0000kb|      0.0000kb added|  ERROR| std_fopen failed: pFile = 0x00000000; pMode = rb; errno = 2; pFilename = C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.1.5/deploy/Data/Menu/IMEConfig.xml; msg = No such file or directory;
000001.977|   66556.0000kb|      0.0000kb added|  ERROR| Missing file on r3dGFile open :C:/Riot Games/League of Legends/RADS/solutions/lol_game_client_sln/releases/0.0.1.5/deploy/Data/Menu/IMEConfig.xml
000001.983|   66840.0000kb|    284.0000kb added| ALWAYS| r3dRenderLayer::SetMode(XRes = 1920, YRes = 1080, BPP = 32,  Flags=256) enter
000001.983|   66840.0000kb|      0.0000kb added| ALWAYS| r3dRenderLayer::SetMode: Creating d3d device
000002.391|   89144.0000kb|  22304.0000kb added| ALWAYS| r3dRenderLayer::SetMode: Initialize shaders for current rendering path
000002.562|   91532.0000kb|   2388.0000kb added| ALWAYS| r3dRenderLayer::RecreateOwnedResources
000002.811|   92824.0000kb|   1292.0000kb added| ALWAYS| r3dRenderLayer::SetMode exit successfully
000003.539|   93668.0000kb|    844.0000kb added| ALWAYS| In Riot::Win::Resize: Resizing the window and retrieving monitor info
000003.539|   93668.0000kb|      0.0000kb added| ALWAYS| In Riot::Win::Resize: Initial VideoMode(5ec6f40) and resolution (1920 x 1080) 
000003.539|   93668.0000kb|      0.0000kb added| ALWAYS| In Riot::Win::Resize: VideoMode(5ec6f40) and resolution (960 x 540) 
000003.540|   93672.0000kb|      4.0000kb added| ALWAYS| In Riot::Win::Resize: Resized window to resolution 1920x1080
000003.599|   97168.0000kb|   3496.0000kb added| ALWAYS| Sleeping
000003.699|   97168.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
000003.699|   97184.0000kb|     16.0000kb added| ALWAYS| End processing App Update
000003.700|   97188.0000kb|      4.0000kb added| ALWAYS| Sleeping
000003.799|   97188.0000kb|      0.0000kb added| ALWAYS| Start processing App Update
